date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:20	742/742	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2016:33:00%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/style.css?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/stylea8c0.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:22	61536/61536	---M-Z	200	added ('OK')	text/css	date:Mon,%2024%20Jun%202024%2017:52:16%20GMT	https://klariselaundry.co.id/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.min.css?ver=2.2.54	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/3d-flipbook-dflip-lite/assets/css/dflip.mincf4c.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:22	212120/212120	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:58:30%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/css/frontend-lite.min5f06.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:24	2974/2974	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2013:01:21%20GMT	https://klariselaundry.co.id/wp-content/uploads/elementor/css/post-118.css?ver=1721912481	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/elementor/css/post-1185478.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:24	11053/11053	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2016:53:52%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.21.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min08e6.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:25	59344/59344	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:59:06%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min5f06.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:26	26702/26702	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:59:06%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min5f06.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:28	115243/115243	---M-Z	200	added ('OK')	text/css	date:Sun,%2028%20Jul%202024%2009:52:56%20GMT	https://klariselaundry.co.id/wp-content/uploads/elementor/css/post-287.css?ver=1722160376	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/elementor/css/post-287b3ff.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:30	18463/18463	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2013:01:22%20GMT	https://klariselaundry.co.id/wp-content/uploads/elementor/css/post-412.css?ver=1721912482	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/elementor/css/post-412b594.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:30	11971/11971	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2013:01:22%20GMT	https://klariselaundry.co.id/wp-content/uploads/elementor/css/post-442.css?ver=1721912482	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/elementor/css/post-442b594.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:31	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/jquery/jquery.minf43b.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:33	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:33	15073/15073	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jul%202024%2012:59:08%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min5f06.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:33	232024/232024	---MCZ	200	added ('OK')	application/json	etag:%2210097-1726547380;gz%22	https://klariselaundry.co.id/wp-json/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-json/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:34	119207/119207	---MCZ	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202024%2004:29:41%20GMT	https://klariselaundry.co.id/wp-json/wp/v2/pages/287	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-json/wp/v2/pages/287.json	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:34	1242/1242	---M--	403	error ('Forbidden')	text/html	date:Tue,%2017%20Sep%202024%2004:29:41%20GMT	https://klariselaundry.co.id/xmlrpc.php?rsd	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/xmlrpc0db0.php	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:34	2520/2520	---M-Z	200	added ('OK')	application/json	etag:%2210098-1726547381;gz%22	https://klariselaundry.co.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fklariselaundry.co.id%2F	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-json/oembed/1.0/embed6bad.json	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:37	2730/2730	---M-Z	200	added ('OK')	text/xml	etag:%2210099-1726547382;gz%22	https://klariselaundry.co.id/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fklariselaundry.co.id%2F&format=xml	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-json/oembed/1.0/embede487	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:38	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2017%20Sep%202024%2004:29:45%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/rancak-laundry-web2/www.googletagmanager.com/gtm.165445.delayed	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:38	1038/1038	---M--	200	added ('OK')	image/png	date:Sun,%2023%20Jun%202024%2010:11:05%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/cropped-Klarise-logo-biru-32x32.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/cropped-Klarise-logo-biru-32x32.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:38	6520/6520	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:18:28%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/cropped-Klarise-logo-biru-192x192.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/cropped-Klarise-logo-biru-192x192.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:39	6070/6070	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:18:28%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/cropped-Klarise-logo-biru-180x180.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/cropped-Klarise-logo-biru-180x180.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:39	26923/26923	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2016:53:58%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2004:29:47%20GMT	https://klariselaundry.co.id/about	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/about	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:44	144312/144312	---M-Z	200	added ('OK')	text/html	etag:%229693-1726173777;gz%22	https://klariselaundry.co.id/about/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/about/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:45	134938/134938	---MCZ	200	added ('OK')	text/html	etag:%229179-1726010048;gz%22	https://klariselaundry.co.id/layanan-setrika-only/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/layanan-setrika-only/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:46	144121/144121	---M-Z	200	added ('OK')	text/html	etag:%229447-1726125006;gz%22	https://klariselaundry.co.id/layanan-cuci-kering-lipat/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/layanan-cuci-kering-lipat/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:46	170643/170643	---MCZ	200	added ('OK')	text/html	etag:%229335-1726045935;gz%22	https://klariselaundry.co.id/service/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/service/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2004:29:52%20GMT	https://klariselaundry.co.id/contact	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/contact.1c.delayed	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:47	57258/57258	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:18:11%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Klarise-logo-biru.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Klarise-logo-biru.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:48	143768/143768	---MCZ	200	added ('OK')	text/html	etag:%229644-1726153091;gz%22	https://klariselaundry.co.id/layanan-cuci-kering-setrika/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/layanan-cuci-kering-setrika/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:48	126595/126595	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:25:48%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Klarise-logo-biru-1.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Klarise-logo-biru-1.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:48	9929/9929	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:58:34%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:50	8671/8671	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2016:53:58%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/widget-flip-box.min.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:51	130096/130096	---MCZ	200	added ('OK')	text/html	etag:%229424-1726112970;gz%22	https://klariselaundry.co.id/contact/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/contact/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:53	1345/1345	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:28:21%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:54	2323/2323	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:28:14%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_6.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_6.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:54	3591/3591	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:28:19%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_12.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_12.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:55	1448/1448	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:26:00%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_5.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_5.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:55	1087/1087	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:28:18%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_11.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_11.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:56	1696/1696	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:26:00%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_4.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_4.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:29:58	1298/1298	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:28:17%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_10.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_10.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
